attendance_pct,behavior_pct,SEM7,dropout_score,CURR_SEM,SEM2,past_count,INTERNAL_MARKS,SEM8,performance_overall,DEPT,RNO,performance_trend,prev_att,TOTAL_DAYS_CURR,risk_label,S.NO,EMAIL,risk_score,performance_label,BEHAVIOR_SCORE_10,past_avg,SEM6,SEM1,MENTOR_EMAIL,YEAR,internal_pct,ATTENDED_DAYS_CURR,MENTOR,SEM4,SEM3,present_att,dropout_label,NAME,PREV_ATTENDANCE_PERC,SEM5
69.16,79.0,0.0,26.83,5.0,71.0,4,28.0,0.0,79.95,CSE(AI),25G31A6906,23.0,58.0,117.0,low,847.0,aditya.verma621@gmail.com,20.05,high,7.9,75.25,0.0,83.0,dr..harish.rao87@gmail.com,3.0,93.33,83.0,Dr. Harish Rao,85.0,62.0,70.94,low,Aditya Verma,58.0,
88.92,52.0,0.0,16.87,6.0,80.0,5,28.0,0.0,75.74,CSE,25G31A9365,10.0,75.0,109.0,low,848.0,sanjay.verma652@gmail.com,24.26,high,5.2,63.6,0.0,67.0,prof..shreya.nair46@gmail.com,3.0,93.33,107.0,Prof. Shreya Nair,47.0,67.0,98.17,low,Sanjay Verma,75.0,57.0
81.31,15.0,0.0,25.89,5.0,81.0,4,23.0,0.0,76.07,CDS,25G31A1432,8.0,82.0,85.0,low,849.0,nikhil.srivastava414@gmail.com,23.93,high,1.5,80.25,0.0,78.0,prof..isha.mishra29@gmail.com,3.0,76.67,77.0,Prof. Isha Mishra,85.0,77.0,90.59,low,Nikhil Srivastava,82.0,
68.53,29.0,0.0,39.3,5.0,45.0,4,10.0,0.0,54.23,ECE,25G31A4513,-23.0,45.0,89.0,normal,850.0,rajesh.sharma723@gmail.com,45.77,medium,2.9,65.0,0.0,68.0,dr..suresh.iyer64@gmail.com,3.0,33.33,72.0,Dr. Suresh Iyer,62.0,85.0,80.9,low,Rajesh Sharma,45.0,
88.0,18.0,0.0,21.67,6.0,52.0,5,25.0,0.0,72.1,EEE,25G31A9057,6.0,81.0,108.0,low,851.0,swati.sinha884@gmail.com,27.9,high,1.8,66.0,0.0,41.0,prof..kavya.pillai16@gmail.com,3.0,83.33,108.0,Prof. Kavya Pillai,75.0,81.0,100.0,low,Swati Sinha,81.0,81.0
50.17,38.0,0.0,46.97,5.0,41.0,4,23.0,0.0,64.68,MECH,25G31A2462,7.0,48.0,99.0,low,852.0,aryan.singh222@gmail.com,35.32,medium,3.8,64.5,0.0,66.0,prof..anjali.menon73@gmail.com,3.0,76.67,52.0,Prof. Anjali Menon,79.0,72.0,52.53,medium,Aryan Singh,48.0,
78.47,64.0,0.0,24.07,6.0,51.0,5,23.0,0.0,72.67,CIVIL,25G31A1907,-18.0,70.0,88.0,low,853.0,zara.bhatnagar634@gmail.com,27.33,high,6.4,69.4,0.0,76.0,dr..vikram.reddy65@gmail.com,3.0,76.67,73.0,Dr. Vikram Reddy,78.0,82.0,82.95,low,Zara Bhatnagar,70.0,60.0
98.0,92.0,0.0,9.88,6.0,81.0,5,15.0,0.0,70.9,CSE(AI),25G31A7611,31.0,94.0,116.0,low,854.0,ananya.singh180@gmail.com,29.1,high,9.2,73.2,0.0,81.0,dr..rohan.kapoor84@gmail.com,3.0,50.0,116.0,Dr. Rohan Kapoor,53.0,67.0,100.0,low,Ananya Singh,94.0,84.0
85.07,42.0,0.0,21.04,5.0,44.0,4,25.0,0.0,74.24,CSE,25G31A6979,-12.0,66.0,120.0,low,855.0,kriti.dasgupta802@gmail.com,25.76,high,4.2,68.75,0.0,89.0,dr..rajesh.kumar93@gmail.com,3.0,83.33,116.01,Dr. Rajesh Kumar,65.0,77.0,96.67,low,Kriti Dasgupta,66.0,
64.28,26.0,0.0,39.87,5.0,73.0,4,16.0,0.0,62.94,CDS,25G31B5086,-36.0,68.0,99.0,low,856.0,vikram.dasgupta126@gmail.com,37.06,medium,2.6,72.0,0.0,75.0,prof..ritika.malhotra87@gmail.com,3.0,53.33,68.0,Prof. Ritika Malhotra,52.0,88.0,68.69,low,Vikram Dasgupta,68.0,
83.73,32.0,0.0,26.95,5.0,45.0,4,14.0,0.0,61.04,ECE,25G31B5238,4.0,76.0,105.0,low,857.0,pari.rao460@gmail.com,38.96,medium,3.2,65.75,0.0,72.0,dr..rohan.kapoor52@gmail.com,3.0,46.67,98.0,Dr. Rohan Kapoor,75.0,71.0,93.33,low,Pari Rao,76.0,
44.57,19.0,0.0,51.66,5.0,83.0,4,23.0,0.0,68.51,EEE,25G31B8417,-49.0,71.0,118.0,low,858.0,tanvi.patel929@gmail.com,31.49,medium,1.9,75.75,0.0,85.0,dr..sanjay.joshi17@gmail.com,3.0,76.67,48.0,Dr. Sanjay Joshi,43.0,92.0,40.68,medium,Tanvi Patel,71.0,
67.41,28.0,0.0,32.07,5.0,89.0,4,29.0,0.0,81.89,MECH,25G31A8072,-36.0,76.0,119.0,low,859.0,sneha.pillai850@gmail.com,18.11,high,2.8,82.75,0.0,80.0,prof..priya.sharma11@gmail.com,3.0,96.67,84.0,Prof. Priya Sharma,63.0,99.0,70.59,low,Sneha Pillai,76.0,
81.68,92.0,0.0,21.13,6.0,50.0,5,16.0,0.0,68.65,CIVIL,25G31A7168,-6.0,47.0,91.0,low,860.0,pari.verma505@gmail.com,31.35,medium,9.2,71.6,0.0,81.0,dr..sanjay.joshi95@gmail.com,3.0,53.33,82.0,Dr. Sanjay Joshi,81.0,71.0,90.11,low,Pari Verma,47.0,75.0
86.24,86.0,0.0,17.01,6.0,69.0,5,17.0,0.0,76.04,CSE(AI),25G31A6171,0.0,67.0,85.0,low,861.0,vivek.bhatnagar300@gmail.com,23.96,high,8.6,83.6,0.0,84.0,prof..divya.srivastava42@gmail.com,3.0,56.67,78.0,Prof. Divya Srivastava,83.0,99.0,91.76,low,Vivek Bhatnagar,67.0,83.0
66.05,18.0,0.0,41.61,5.0,67.0,4,10.0,0.0,55.93,CSE,25G31B8550,43.0,50.0,120.0,normal,862.0,arjun.pillai521@gmail.com,44.07,medium,1.8,70.25,0.0,59.0,dr..vikram.reddy47@gmail.com,3.0,33.33,93.0,Dr. Vikram Reddy,99.0,56.0,77.5,medium,Arjun Pillai,50.0,
76.07,70.0,0.0,24.54,5.0,56.0,4,25.0,0.0,74.29,CDS,25G31A5323,-2.0,48.0,113.0,low,863.0,amit.bhat569@gmail.com,25.71,high,7.0,68.75,0.0,71.0,prof..meera.desai49@gmail.com,3.0,83.33,96.0,Prof. Meera Desai,73.0,75.0,84.96,low,Amit Bhat,48.0,
77.05,96.0,0.0,23.55,6.0,66.0,5,18.0,0.0,68.96,ECE,25G31A8278,57.0,68.0,91.0,low,864.0,nikhil.reddy518@gmail.com,31.04,medium,9.6,69.2,0.0,68.0,prof..shreya.nair33@gmail.com,3.0,60.0,70.0,Prof. Shreya Nair,41.0,73.0,76.92,low,Nikhil Reddy,68.0,98.0
52.5,50.0,0.0,44.25,5.0,51.0,4,20.0,0.0,67.0,EEE,25G31B6510,-14.0,40.0,101.0,low,865.0,zara.dasgupta158@gmail.com,33.0,medium,5.0,73.25,0.0,76.0,dr..suresh.iyer50@gmail.com,3.0,66.67,57.0,Dr. Suresh Iyer,76.0,90.0,56.44,medium,Zara Dasgupta,40.0,
60.8,91.0,0.0,32.93,5.0,65.0,4,22.0,0.0,76.05,MECH,25G31B3633,-4.0,57.0,99.0,low,866.0,nisha.srivastava921@gmail.com,23.95,high,9.1,80.75,0.0,96.0,dr..suresh.iyer18@gmail.com,3.0,73.33,57.0,Dr. Suresh Iyer,79.0,83.0,57.58,low,Nisha Srivastava,57.0,
67.97,39.0,0.0,31.45,6.0,89.0,5,29.0,0.0,78.15,CIVIL,25G31B6192,-4.0,43.0,106.0,low,867.0,nikhil.srivastava658@gmail.com,21.85,high,3.9,74.0,0.0,68.0,prof..divya.srivastava29@gmail.com,3.0,96.67,84.0,Prof. Divya Srivastava,78.0,61.0,79.25,low,Nikhil Srivastava,43.0,74.0
82.03,78.0,0.0,22.02,5.0,80.0,4,16.0,0.0,69.33,CSE(AI),25G31B9842,-2.0,58.0,114.0,low,868.0,amit.bhatnagar244@gmail.com,30.67,medium,7.8,74.25,0.0,43.0,dr..rajesh.kumar31@gmail.com,3.0,53.33,102.0,Dr. Rajesh Kumar,86.0,88.0,89.47,low,Amit Bhatnagar,58.0,
78.59,42.0,0.0,25.34,5.0,68.0,4,23.0,0.0,75.76,CSE,25G31A5434,9.0,87.0,113.0,low,869.0,pooja.bajaj758@gmail.com,24.24,high,4.2,77.75,0.0,64.0,dr..sanjay.joshi45@gmail.com,3.0,76.67,92.0,Dr. Sanjay Joshi,94.0,85.0,81.42,low,Pooja Bajaj,87.0,
71.86,41.0,0.0,30.83,5.0,78.0,4,23.0,0.0,71.33,CDS,25G31A1270,-14.0,40.0,82.0,low,870.0,priya.kapoor435@gmail.com,28.67,high,4.1,71.0,0.0,64.0,dr..sanjay.joshi56@gmail.com,3.0,76.67,70.0,Dr. Sanjay Joshi,64.0,78.0,85.37,low,Priya Kapoor,40.0,
70.55,45.0,0.0,33.78,6.0,58.0,5,18.0,0.0,62.53,ECE,25G31B5565,16.0,57.0,114.0,low,871.0,aisha.dasgupta290@gmail.com,37.47,medium,4.5,63.4,0.0,56.0,dr..rajesh.kumar78@gmail.com,3.0,60.0,89.0,Dr. Rajesh Kumar,59.0,69.0,78.07,low,Aisha Dasgupta,57.0,75.0
75.25,76.0,0.0,23.33,5.0,48.0,4,29.0,0.0,77.71,EEE,25G31A3604,-27.0,84.0,117.0,low,872.0,priya.saxena130@gmail.com,22.29,high,7.6,67.25,0.0,80.0,dr..suresh.iyer23@gmail.com,3.0,96.67,85.0,Dr. Suresh Iyer,57.0,84.0,72.65,low,Priya Saxena,84.0,
86.71,72.0,0.0,20.4,6.0,52.0,5,15.0,0.0,65.11,MECH,25G31B8590,24.0,62.0,97.0,low,873.0,aarav.bhat621@gmail.com,34.89,medium,7.2,67.0,0.0,51.0,dr..sanjay.joshi63@gmail.com,3.0,50.0,93.0,Dr. Sanjay Joshi,64.0,80.0,95.88,low,Aarav Bhat,62.0,88.0
88.71,32.0,0.0,19.36,5.0,48.0,4,29.0,0.0,72.28,CIVIL,25G31B6089,3.0,86.0,83.0,low,874.0,esha.gupta678@gmail.com,27.72,high,3.2,56.75,0.0,78.0,prof..kavya.pillai18@gmail.com,3.0,96.67,81.0,Prof. Kavya Pillai,52.0,49.0,97.59,low,Esha Gupta,86.0,
75.59,34.0,0.0,32.7,5.0,72.0,4,11.0,0.0,60.66,CSE(AI),25G31A2408,2.0,94.0,118.0,low,875.0,sakshi.das404@gmail.com,39.34,medium,3.4,73.25,0.0,63.0,prof..priya.sharma25@gmail.com,3.0,36.67,90.0,Prof. Priya Sharma,80.0,78.0,76.27,low,Sakshi Das,94.0,
86.47,92.0,0.0,17.01,5.0,84.0,4,16.0,0.0,73.2,CSE,25G31B4893,-1.0,94.0,85.0,low,876.0,karthik.srivastava934@gmail.com,26.8,high,9.2,79.25,0.0,66.0,dr..vikram.reddy23@gmail.com,3.0,53.33,71.0,Dr. Vikram Reddy,83.0,84.0,83.53,low,Karthik Srivastava,94.0,
78.38,89.0,0.0,19.73,6.0,66.0,5,26.0,0.0,81.41,CDS,25G31A2222,28.0,88.0,112.0,low,877.0,ritika.bajaj506@gmail.com,18.59,high,8.9,78.4,0.0,98.0,dr..suresh.iyer34@gmail.com,3.0,86.67,83.0,Dr. Suresh Iyer,62.0,76.0,74.11,low,Ritika Bajaj,88.0,90.0
64.38,82.0,0.0,29.95,6.0,52.0,5,29.0,0.0,78.36,ECE,25G31A2507,14.0,90.0,110.0,low,878.0,harsha.nair613@gmail.com,21.64,high,8.2,71.2,0.0,74.0,prof..divya.srivastava12@gmail.com,3.0,96.67,60.0,Prof. Divya Srivastava,68.0,80.0,54.55,low,Harsha Nair,90.0,82.0
67.11,51.0,0.0,33.33,5.0,40.0,4,26.0,0.0,68.24,EEE,25G31B8316,9.0,62.0,103.0,low,879.0,ravi.malhotra196@gmail.com,31.76,medium,5.1,59.25,0.0,58.0,prof..divya.srivastava61@gmail.com,3.0,86.67,73.0,Prof. Divya Srivastava,74.0,65.0,70.87,low,Ravi Malhotra,62.0,
70.69,34.0,0.0,31.08,5.0,70.0,4,28.0,0.0,73.8,MECH,25G31B1983,26.0,87.0,94.0,low,880.0,varun.singh548@gmail.com,26.2,high,3.4,67.0,0.0,60.0,prof..meera.desai32@gmail.com,3.0,93.33,67.0,Prof. Meera Desai,82.0,56.0,71.28,low,Varun Singh,87.0,
73.76,17.0,0.0,36.03,6.0,79.0,5,10.0,0.0,58.41,CIVIL,25G31A5869,44.0,82.0,83.0,normal,881.0,aryan.reddy735@gmail.com,41.59,medium,1.7,73.0,0.0,77.0,dr..rohan.kapoor31@gmail.com,3.0,33.33,66.0,Dr. Rohan Kapoor,52.0,61.0,79.52,low,Aryan Reddy,82.0,96.0
84.51,96.0,0.0,20.21,6.0,93.0,5,10.0,0.0,65.98,CSE(AI),25G31A6924,-4.0,71.0,113.0,low,882.0,priya.pillai764@gmail.com,34.02,medium,9.6,77.0,0.0,68.0,prof..anjali.menon87@gmail.com,3.0,33.33,98.0,Prof. Anjali Menon,75.0,78.0,86.73,low,Priya Pillai,71.0,71.0
72.97,97.0,0.0,28.42,6.0,99.0,5,11.0,0.0,62.5,CSE,25G31B5408,-6.0,58.0,84.0,low,883.0,diya.chatterjee560@gmail.com,37.5,medium,9.7,71.4,0.0,60.0,prof..isha.mishra97@gmail.com,3.0,36.67,62.0,Prof. Isha Mishra,71.0,62.0,73.81,low,Diya Chatterjee,58.0,65.0
88.39,70.0,0.0,14.47,6.0,93.0,5,27.0,0.0,82.06,CDS,25G31B9034,-8.0,64.0,99.0,low,884.0,isha.kapoor845@gmail.com,17.94,high,7.0,76.6,0.0,53.0,prof..isha.mishra64@gmail.com,3.0,90.0,97.0,Prof. Isha Mishra,81.0,83.0,97.98,low,Isha Kapoor,64.0,73.0
46.06,54.0,0.0,46.57,5.0,69.0,4,26.0,0.0,71.23,ECE,25G31A8169,-18.0,64.0,98.0,low,885.0,ananya.menon898@gmail.com,28.77,high,5.4,71.25,0.0,64.0,dr..rajesh.kumar81@gmail.com,3.0,86.67,39.0,Dr. Rajesh Kumar,67.0,85.0,39.8,medium,Ananya Menon,64.0,
65.51,64.0,0.0,35.37,6.0,60.0,5,16.0,0.0,64.23,EEE,25G31A2496,0.0,70.0,90.0,low,886.0,harish.desai650@gmail.com,35.77,medium,6.4,70.4,0.0,71.0,dr..suresh.iyer82@gmail.com,3.0,53.33,58.0,Dr. Suresh Iyer,73.0,75.0,64.44,low,Harish Desai,70.0,73.0
86.0,90.0,0.0,11.77,6.0,98.0,5,29.0,0.0,93.2,MECH,25G31A1531,-5.0,52.0,103.0,low,887.0,rahul.bansal412@gmail.com,6.8,high,9.0,93.6,0.0,96.0,prof..kavya.pillai61@gmail.com,3.0,96.67,98.0,Prof. Kavya Pillai,94.0,91.0,95.15,low,Rahul Bansal,52.0,89.0
67.58,48.0,0.0,30.75,5.0,46.0,4,29.0,0.0,78.91,CIVIL,25G31A7573,-9.0,56.0,95.0,low,888.0,vishal.das742@gmail.com,21.09,high,4.8,74.75,0.0,64.0,dr..suresh.iyer63@gmail.com,3.0,96.67,70.0,Dr. Suresh Iyer,90.0,99.0,73.68,low,Vishal Das,56.0,
77.78,51.0,0.0,25.22,5.0,97.0,4,22.0,0.0,75.72,CSE(AI),25G31A8921,29.0,65.0,95.0,low,889.0,arjun.mishra800@gmail.com,24.28,high,5.1,79.0,0.0,86.0,dr..nitin.verma40@gmail.com,3.0,73.33,81.0,Dr. Nitin Verma,81.0,52.0,85.26,low,Arjun Mishra,65.0,
75.63,19.0,0.0,31.83,5.0,93.0,4,18.0,0.0,66.92,CSE,25G31A5312,-11.0,77.0,108.0,low,890.0,rajesh.chatterjee788@gmail.com,33.08,medium,1.9,73.25,0.0,51.0,dr..sanjay.joshi20@gmail.com,3.0,60.0,90.0,Dr. Sanjay Joshi,69.0,80.0,83.33,low,Rajesh Chatterjee,77.0,
65.74,11.0,0.0,36.33,5.0,85.0,4,27.0,0.0,75.16,CDS,25G31A7706,-1.0,70.0,94.0,low,891.0,maya.das412@gmail.com,24.84,high,1.1,75.5,0.0,68.0,prof..kavya.pillai49@gmail.com,3.0,90.0,68.0,Prof. Kavya Pillai,74.0,75.0,72.34,low,Maya Das,70.0,
81.8,94.0,0.0,21.81,6.0,67.0,5,13.0,0.0,65.97,ECE,25G31B8110,-7.0,82.0,120.0,low,892.0,neha.singh337@gmail.com,34.03,medium,9.4,72.0,0.0,74.0,prof..anjali.menon42@gmail.com,3.0,43.33,96.0,Prof. Anjali Menon,77.0,72.0,80.0,low,Neha Singh,82.0,70.0
60.65,86.0,0.0,34.12,6.0,45.0,5,27.0,0.0,69.5,EEE,25G31A5336,41.0,94.0,120.0,low,893.0,sneha.bansal560@gmail.com,30.5,medium,8.6,58.2,0.0,46.0,dr..suresh.iyer72@gmail.com,3.0,90.0,57.0,Dr. Suresh Iyer,45.0,69.0,47.5,low,Sneha Bansal,94.0,86.0
75.55,88.0,0.0,24.14,6.0,82.0,5,19.0,0.0,73.93,MECH,25G31A9413,-8.0,59.0,93.0,low,894.0,pari.malhotra331@gmail.com,26.07,high,8.8,78.4,0.0,72.0,dr..rajesh.kumar31@gmail.com,3.0,63.33,73.0,Dr. Rajesh Kumar,91.0,64.0,78.49,low,Pari Malhotra,59.0,83.0
62.35,86.0,0.0,37.52,6.0,81.0,5,10.0,0.0,58.15,CIVIL,25G31B3370,-6.0,87.0,104.0,normal,895.0,varun.sinha275@gmail.com,41.85,medium,8.6,69.0,0.0,61.0,prof..kavya.pillai65@gmail.com,3.0,33.33,54.0,Prof. Kavya Pillai,67.0,75.0,51.92,low,Varun Sinha,87.0,61.0
65.87,66.0,0.0,32.53,6.0,77.0,5,20.0,0.0,73.68,CSE(AI),25G31B1234,15.0,63.0,96.0,low,896.0,pooja.bhat701@gmail.com,26.32,high,6.6,81.0,0.0,99.0,dr..suresh.iyer52@gmail.com,3.0,66.67,64.0,Dr. Suresh Iyer,69.0,76.0,66.67,low,Pooja Bhat,63.0,84.0
87.15,36.0,0.0,21.06,5.0,59.0,4,22.0,0.0,71.87,CSE,25G31A4198,-5.0,76.0,85.0,low,897.0,kriti.iyer683@gmail.com,28.13,high,3.6,70.0,0.0,80.0,prof..meera.desai62@gmail.com,3.0,73.33,83.0,Prof. Meera Desai,68.0,73.0,97.65,low,Kriti Iyer,76.0,
85.56,76.0,0.0,18.52,5.0,96.0,4,20.0,0.0,73.26,CDS,25G31B6719,-19.0,60.0,104.0,low,898.0,maya.verma681@gmail.com,26.74,high,7.6,73.25,0.0,72.0,prof..anjali.menon99@gmail.com,3.0,66.67,98.0,Prof. Anjali Menon,53.0,72.0,94.23,low,Maya Verma,60.0,
55.07,14.0,0.0,50.99,5.0,66.0,4,11.0,0.0,46.96,ECE,25G31B4373,-5.0,75.0,105.0,normal,899.0,rahul.chatterjee201@gmail.com,53.04,poor,1.4,54.0,0.0,41.0,dr..suresh.iyer99@gmail.com,3.0,36.67,58.0,Dr. Suresh Iyer,52.0,57.0,55.24,medium,Rahul Chatterjee,75.0,
56.28,99.0,0.0,37.13,5.0,74.0,4,21.0,0.0,67.27,EEE,25G31A9568,-5.0,72.0,116.0,low,900.0,deepak.bajaj937@gmail.com,32.73,medium,9.9,65.75,0.0,64.0,dr..rajesh.kumar57@gmail.com,3.0,70.0,53.0,Dr. Rajesh Kumar,60.0,65.0,45.69,low,Deepak Bajaj,72.0,
77.06,55.0,0.0,28.85,6.0,58.0,5,14.0,0.0,63.51,MECH,25G31A3310,9.0,76.0,118.0,low,901.0,esha.gupta649@gmail.com,36.49,medium,5.5,70.4,0.0,90.0,dr..sanjay.joshi31@gmail.com,3.0,46.67,95.0,Dr. Sanjay Joshi,62.0,71.0,80.51,low,Esha Gupta,76.0,71.0
83.78,93.0,0.0,18.79,6.0,87.0,5,18.0,0.0,71.52,CIVIL,25G31A8769,-44.0,77.0,109.0,low,902.0,nikhil.bhat764@gmail.com,28.48,high,9.3,72.6,0.0,78.0,prof..shreya.nair73@gmail.com,3.0,60.0,92.0,Prof. Shreya Nair,84.0,74.0,84.4,low,Nikhil Bhat,77.0,40.0
82.6,89.0,0.0,21.3,6.0,78.0,5,15.0,0.0,66.74,CSE(AI),25G31A2938,12.0,74.0,82.0,low,903.0,deepak.patel407@gmail.com,33.26,medium,8.9,69.8,0.0,45.0,dr..sanjay.joshi42@gmail.com,3.0,50.0,69.0,Dr. Sanjay Joshi,61.0,92.0,84.15,low,Deepak Patel,74.0,73.0
45.62,61.0,0.0,48.61,5.0,96.0,4,16.0,0.0,66.02,CSE,25G31B9755,1.0,55.0,108.0,low,904.0,amit.chopra637@gmail.com,33.98,medium,6.1,80.25,0.0,64.0,prof..meera.desai92@gmail.com,3.0,53.33,44.0,Prof. Meera Desai,81.0,80.0,40.74,medium,Amit Chopra,55.0,
74.91,40.0,0.0,30.97,5.0,62.0,4,17.0,0.0,64.86,CDS,25G31A3890,51.0,83.0,116.0,low,905.0,anjali.bhat505@gmail.com,35.14,medium,4.0,69.25,0.0,82.0,prof..shreya.nair29@gmail.com,3.0,56.67,90.0,Prof. Shreya Nair,92.0,41.0,77.59,low,Anjali Bhat,83.0,
62.61,85.0,0.0,32.06,5.0,92.0,4,28.0,0.0,73.02,ECE,25G31A2278,10.0,41.0,93.0,low,906.0,pooja.desai876@gmail.com,26.98,high,8.5,62.75,0.0,49.0,dr..nitin.verma78@gmail.com,3.0,93.33,61.0,Dr. Nitin Verma,60.0,50.0,65.59,low,Pooja Desai,41.0,
68.26,39.0,0.0,33.12,6.0,82.0,5,27.0,0.0,70.19,EEE,25G31B7318,-9.0,86.0,95.0,low,907.0,vinod.bajaj117@gmail.com,29.81,high,3.9,62.0,0.0,66.0,dr..harish.rao42@gmail.com,3.0,90.0,64.0,Dr. Harish Rao,56.0,59.0,67.37,low,Vinod Bajaj,86.0,47.0
82.0,26.0,0.0,27.64,6.0,59.0,5,15.0,0.0,65.4,MECH,25G31A8357,16.0,47.0,103.0,low,908.0,aarav.kapoor297@gmail.com,34.6,medium,2.6,73.6,0.0,98.0,dr..harish.rao94@gmail.com,3.0,50.0,103.0,Dr. Harish Rao,69.0,57.0,100.0,low,Aarav Kapoor,47.0,85.0
69.62,63.0,0.0,30.21,5.0,89.0,4,22.0,0.0,72.72,CIVIL,25G31A1160,23.0,57.0,120.0,low,909.0,sandeep.patel393@gmail.com,27.28,high,6.3,74.25,0.0,83.0,prof..shreya.nair14@gmail.com,3.0,73.33,89.0,Prof. Shreya Nair,74.0,51.0,74.17,low,Sandeep Patel,57.0,
92.41,70.0,0.0,14.74,6.0,42.0,5,19.0,0.0,72.56,CSE(AI),25G31A9997,-31.0,89.0,117.0,low,910.0,celina.kapoor366@gmail.com,27.44,high,7.0,72.4,0.0,64.0,dr..harish.rao84@gmail.com,3.0,63.33,113.0,Dr. Harish Rao,94.0,99.0,96.58,low,Celina Kapoor,89.0,63.0
64.37,46.0,0.0,38.98,5.0,56.0,4,19.0,0.0,56.08,CSE,25G31A9402,-10.0,44.0,103.0,normal,911.0,kavya.dutta928@gmail.com,43.92,medium,4.6,50.25,0.0,51.0,dr..rajesh.kumar11@gmail.com,3.0,63.33,75.0,Dr. Rajesh Kumar,42.0,52.0,72.82,low,Kavya Dutta,44.0,
58.7,21.0,0.0,42.33,5.0,80.0,4,22.0,0.0,67.61,CDS,25G31B8597,-8.0,73.0,95.0,low,912.0,nisha.menon490@gmail.com,32.39,medium,2.1,71.5,0.0,72.0,prof..divya.srivastava13@gmail.com,3.0,73.33,57.0,Prof. Divya Srivastava,63.0,71.0,60.0,medium,Nisha Menon,73.0,
81.47,31.0,0.0,24.92,5.0,73.0,4,24.0,0.0,72.52,ECE,25G31B7884,18.0,71.0,84.0,low,913.0,ananya.menon609@gmail.com,27.48,high,3.1,69.5,0.0,99.0,dr..vikram.reddy67@gmail.com,3.0,80.0,77.0,Dr. Vikram Reddy,62.0,44.0,91.67,low,Ananya Menon,71.0,
90.56,64.0,0.0,12.96,6.0,92.0,5,29.0,0.0,83.68,EEE,25G31A4343,10.0,77.0,113.0,low,914.0,tanvi.iyer487@gmail.com,16.32,high,6.4,75.8,0.0,64.0,dr..nitin.verma30@gmail.com,3.0,96.67,111.0,Dr. Nitin Verma,70.0,73.0,98.23,low,Tanvi Iyer,77.0,80.0
87.03,81.0,0.0,19.06,5.0,56.0,4,14.0,0.0,67.35,MECH,25G31B5162,-14.0,88.0,113.0,low,915.0,mohan.chopra896@gmail.com,32.65,medium,8.1,72.5,0.0,72.0,prof..ritika.malhotra40@gmail.com,3.0,46.67,99.0,Prof. Ritika Malhotra,74.0,88.0,87.61,low,Mohan Chopra,88.0,
88.4,92.0,0.0,11.92,6.0,97.0,5,27.0,0.0,84.86,CIVIL,25G31B4473,0.0,81.0,100.0,low,916.0,ajay.agarwal737@gmail.com,15.14,high,9.2,80.0,0.0,67.0,dr..suresh.iyer73@gmail.com,3.0,90.0,90.0,Dr. Suresh Iyer,80.0,76.0,90.0,low,Ajay Agarwal,81.0,80.0
72.95,14.0,0.0,30.09,6.0,78.0,5,30.0,0.0,78.84,CSE(AI),25G31B1019,18.0,45.0,94.0,low,917.0,arjun.reddy214@gmail.com,21.16,high,1.4,74.4,0.0,64.0,dr..nitin.verma89@gmail.com,3.0,100.0,84.0,Dr. Nitin Verma,75.0,62.0,89.36,low,Arjun Reddy,45.0,93.0
68.12,20.0,0.0,36.25,6.0,62.0,5,20.0,0.0,68.22,CSE,25G31A3641,-18.0,46.0,107.0,low,918.0,karthik.bhatnagar739@gmail.com,31.78,medium,2.0,74.0,0.0,84.0,dr..suresh.iyer48@gmail.com,3.0,66.67,87.0,Dr. Suresh Iyer,76.0,90.0,81.31,low,Karthik Bhatnagar,46.0,58.0
85.03,84.0,0.0,21.66,6.0,68.0,5,10.0,0.0,62.35,CDS,25G31A5816,3.0,71.0,111.0,low,919.0,rajesh.saxena139@gmail.com,37.65,medium,8.4,70.8,0.0,74.0,prof..shreya.nair44@gmail.com,3.0,33.33,99.0,Prof. Shreya Nair,64.0,81.0,89.19,low,Rajesh Saxena,71.0,67.0
49.47,34.0,0.0,49.61,6.0,83.0,5,15.0,0.0,60.92,ECE,25G31B5764,-5.0,89.0,104.0,low,920.0,bhavna.chopra864@gmail.com,39.08,medium,3.4,73.6,0.0,61.0,prof..ritika.malhotra58@gmail.com,3.0,50.0,42.0,Prof. Ritika Malhotra,77.0,75.0,40.38,medium,Bhavna Chopra,89.0,72.0
81.62,38.0,85.0,22.0,8.0,78.0,7,29.0,,80.16,EEE,26G31A1131,12.8,92.0,86.0,low,921.0,nisha.bajaj801@gmail.com,19.84,high,3.8,74.03,72.2,76.0,dr..rajesh.kumar91@gmail.com,4.0,96.67,73.0,Dr. Rajesh Kumar,42.0,90.0,84.88,low,Nisha Bajaj,92.0,75.0
82.39,84.0,,18.8,7.0,70.0,6,23.0,0.0,76.86,MECH,26G31A6680,-6.4,73.0,99.0,low,922.0,divya.mishra526@gmail.com,23.14,high,8.4,74.6,74.6,61.0,dr..nitin.verma57@gmail.com,4.0,76.67,84.0,Dr. Nitin Verma,66.0,95.0,84.85,low,Divya Mishra,73.0,81.0
74.12,76.0,79.0,26.26,8.0,92.0,7,20.0,,72.87,CIVIL,26G31B5774,3.6,86.0,88.0,low,923.0,harsha.desai639@gmail.com,27.13,high,7.6,75.91,75.4,63.0,dr..rohan.kapoor87@gmail.com,4.0,66.67,62.0,Dr. Rohan Kapoor,49.0,91.0,70.45,low,Harsha Desai,86.0,82.0
