S.NO,NAME,RNO,EMAIL,DEPT,YEAR,CURR_SEM,MENTOR,MENTOR_EMAIL,SEM1,SEM2,SEM3,SEM4,SEM5,SEM6,SEM7,SEM8,INTERNAL_MARKS,TOTAL_DAYS_CURR,ATTENDED_DAYS_CURR,PREV_ATTENDANCE_PERC,BEHAVIOR_SCORE_10,computed_features,performance_label,risk_label,dropout_label,performance_overall,risk_score,dropout_score,23G31A1001,Arjun Menon,CSE,1,2,avg_marks=78;attendance=85;behavior=8.5,high,low,low.1,82.4,18.6,15.2,reg_number,student_id,name,email,department,year,semester,mentor_name,mentor_email,sem1,sem2,sem3,sem4,sem5,sem6,sem7,sem8,age,total_marks,attendance,cgpa,backlog_count,AGE
767.0,Vishal Kapoor,24G31A5631,vishal.kapoor180@gmail.com,EEE,2.0,4.0,Dr. Nitin Verma,dr..nitin.verma84@gmail.com,45.0,76.0,77.0,,0.0,0.0,0.0,0.0,21.0,89.0,87.0,47.0,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768.0,Nikhil Mishra,24G31A8523,nikhil.mishra843@gmail.com,MECH,2.0,3.0,Dr. Harish Rao,dr..harish.rao93@gmail.com,64.0,63.0,,0.0,0.0,0.0,0.0,0.0,29.0,87.0,64.0,76.0,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769.0,Mohan Das,24G31B2639,mohan.das210@gmail.com,CIVIL,2.0,3.0,Dr. Rajesh Kumar,dr..rajesh.kumar74@gmail.com,74.0,48.0,,0.0,0.0,0.0,0.0,0.0,12.0,105.0,86.0,59.0,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770.0,Maya Joshi,24G31A8060,maya.joshi686@gmail.com,CSE(AI),2.0,4.0,Dr. Rohan Kapoor,dr..rohan.kapoor72@gmail.com,57.0,51.0,47.0,,0.0,0.0,0.0,0.0,16.0,106.0,71.0,51.0,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771.0,Ajay Chopra,24G31B7254,ajay.chopra412@gmail.com,CSE,2.0,3.0,Prof. Ritika Malhotra,prof..ritika.malhotra70@gmail.com,70.0,69.0,,0.0,0.0,0.0,0.0,0.0,23.0,96.0,82.0,42.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772.0,Ravi Dutta,24G31A4877,ravi.dutta727@gmail.com,CDS,2.0,3.0,Prof. Shreya Nair,prof..shreya.nair91@gmail.com,88.0,46.0,,0.0,0.0,0.0,0.0,0.0,10.0,106.0,85.0,58.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773.0,Divya Chatterjee,24G31B5600,divya.chatterjee328@gmail.com,ECE,2.0,4.0,Dr. Rajesh Kumar,dr..rajesh.kumar26@gmail.com,77.0,59.0,85.0,,0.0,0.0,0.0,0.0,27.0,87.0,56.0,51.0,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774.0,Tanvi Agarwal,24G31B4249,tanvi.agarwal358@gmail.com,EEE,2.0,3.0,Prof. Meera Desai,prof..meera.desai83@gmail.com,83.0,59.0,,0.0,0.0,0.0,0.0,0.0,19.0,83.0,69.0,59.0,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.0,Priya Gupta,24G31A1242,priya.gupta488@gmail.com,MECH,2.0,4.0,Prof. Meera Desai,prof..meera.desai84@gmail.com,79.0,56.0,62.0,,0.0,0.0,0.0,0.0,18.0,95.0,72.0,57.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.0,Shreya Malhotra,24G31B7737,shreya.malhotra741@gmail.com,CIVIL,2.0,3.0,Dr. Rajesh Kumar,dr..rajesh.kumar59@gmail.com,82.0,71.0,,0.0,0.0,0.0,0.0,0.0,27.0,82.0,81.0,90.0,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777.0,Aarav Sinha,24G31B9504,aarav.sinha912@gmail.com,CSE(AI),2.0,3.0,Prof. Shreya Nair,prof..shreya.nair84@gmail.com,71.0,80.0,,0.0,0.0,0.0,0.0,0.0,29.0,94.0,70.0,40.0,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778.0,Arjun Joshi,24G31A3249,arjun.joshi898@gmail.com,CSE,2.0,3.0,Prof. Divya Srivastava,prof..divya.srivastava88@gmail.com,82.0,99.0,,0.0,0.0,0.0,0.0,0.0,12.0,113.0,113.0,93.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779.0,Kumar Nair,24G31B5084,kumar.nair513@gmail.com,CDS,2.0,4.0,Dr. Suresh Iyer,dr..suresh.iyer81@gmail.com,47.0,82.0,67.0,,0.0,0.0,0.0,0.0,29.0,97.0,64.0,46.0,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780.0,Mahesh Reddy,24G31A7192,mahesh.reddy224@gmail.com,ECE,2.0,3.0,Prof. Meera Desai,prof..meera.desai55@gmail.com,52.0,78.0,,0.0,0.0,0.0,0.0,0.0,18.0,118.0,107.0,55.0,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781.0,Aryan Pillai,24G31A7900,aryan.pillai203@gmail.com,EEE,2.0,4.0,Dr. Sanjay Joshi,dr..sanjay.joshi82@gmail.com,98.0,69.0,71.0,,0.0,0.0,0.0,0.0,11.0,101.0,95.0,84.0,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782.0,Diya Menon,24G31B9327,diya.menon699@gmail.com,MECH,2.0,4.0,Prof. Isha Mishra,prof..isha.mishra92@gmail.com,83.0,91.0,67.0,,0.0,0.0,0.0,0.0,14.0,108.0,94.0,78.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783.0,Neha Bansal,24G31B7791,neha.bansal880@gmail.com,CIVIL,2.0,3.0,Dr. Suresh Iyer,dr..suresh.iyer22@gmail.com,69.0,46.0,,0.0,0.0,0.0,0.0,0.0,29.0,86.0,84.0,73.0,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785.0,Nikhil Malhotra,24G31A5566,nikhil.malhotra810@gmail.com,CSE,2.0,3.0,Dr. Sanjay Joshi,dr..sanjay.joshi82@gmail.com,80.0,95.0,,0.0,0.0,0.0,0.0,0.0,14.0,108.0,84.0,85.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786.0,Kriti Dasgupta,24G31B9305,kriti.dasgupta958@gmail.com,CDS,2.0,3.0,Prof. Isha Mishra,prof..isha.mishra56@gmail.com,83.0,89.0,,0.0,0.0,0.0,0.0,0.0,29.0,112.0,64.0,74.0,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787.0,Aarav Patel,24G31B1568,aarav.patel183@gmail.com,ECE,2.0,4.0,Prof. Ritika Malhotra,prof..ritika.malhotra52@gmail.com,66.0,79.0,70.0,,0.0,0.0,0.0,0.0,10.0,104.0,79.0,46.0,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788.0,Vinod Bhatnagar,24G31B9664,vinod.bhatnagar871@gmail.com,EEE,2.0,3.0,Prof. Anjali Menon,prof..anjali.menon94@gmail.com,59.0,73.0,,0.0,0.0,0.0,0.0,0.0,29.0,109.0,45.0,48.0,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789.0,Anjali Pillai,24G31B4597,anjali.pillai885@gmail.com,MECH,2.0,3.0,Prof. Priya Sharma,prof..priya.sharma89@gmail.com,43.0,99.0,,0.0,0.0,0.0,0.0,0.0,15.0,108.0,80.0,87.0,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790.0,Pooja Rao,24G31A9911,pooja.rao353@gmail.com,CIVIL,2.0,3.0,Dr. Rajesh Kumar,dr..rajesh.kumar14@gmail.com,98.0,94.0,,0.0,0.0,0.0,0.0,0.0,25.0,96.0,45.0,69.0,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791.0,Priya Srivastava,24G31B7554,priya.srivastava446@gmail.com,CSE(AI),2.0,3.0,Prof. Kavya Pillai,prof..kavya.pillai18@gmail.com,77.0,67.0,,0.0,0.0,0.0,0.0,0.0,17.0,92.0,81.0,93.0,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792.0,Nitin Sharma,24G31A7808,nitin.sharma321@gmail.com,CSE,2.0,4.0,Prof. Kavya Pillai,prof..kavya.pillai90@gmail.com,64.0,63.0,95.0,,0.0,0.0,0.0,0.0,23.0,91.0,39.0,50.0,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793.0,Meera Agarwal,24G31A8965,meera.agarwal352@gmail.com,CDS,2.0,3.0,Dr. Vikram Reddy,dr..vikram.reddy48@gmail.com,98.0,60.0,,0.0,0.0,0.0,0.0,0.0,17.0,93.0,88.0,83.0,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794.0,Ramesh Kapoor,24G31A1161,ramesh.kapoor926@gmail.com,ECE,2.0,4.0,Dr. Nitin Verma,dr..nitin.verma47@gmail.com,79.0,64.0,79.0,,0.0,0.0,0.0,0.0,10.0,110.0,59.0,56.0,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795.0,Shreya Bhat,24G31B9125,shreya.bhat663@gmail.com,EEE,2.0,4.0,Prof. Priya Sharma,prof..priya.sharma60@gmail.com,53.0,71.0,76.0,,0.0,0.0,0.0,0.0,10.0,112.0,48.0,44.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796.0,Vinod Kumar,24G31A1624,vinod.kumar815@gmail.com,MECH,2.0,4.0,Prof. Priya Sharma,prof..priya.sharma48@gmail.com,97.0,53.0,56.0,,0.0,0.0,0.0,0.0,15.0,86.0,74.0,70.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797.0,Maya Verma,24G31A1100,maya.verma923@gmail.com,CIVIL,2.0,4.0,Prof. Anjali Menon,prof..anjali.menon72@gmail.com,89.0,85.0,76.0,,0.0,0.0,0.0,0.0,18.0,88.0,52.0,75.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798.0,Rohan Chatterjee,24G31A4567,rohan.chatterjee220@gmail.com,CSE(AI),2.0,4.0,Dr. Sanjay Joshi,dr..sanjay.joshi77@gmail.com,69.0,87.0,62.0,,0.0,0.0,0.0,0.0,20.0,104.0,47.0,61.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799.0,Kavya Joshi,24G31B8865,kavya.joshi525@gmail.com,CSE,2.0,3.0,Dr. Sanjay Joshi,dr..sanjay.joshi33@gmail.com,60.0,52.0,,0.0,0.0,0.0,0.0,0.0,26.0,90.0,66.0,88.0,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800.0,Arjun Sharma,24G31B9871,arjun.sharma119@gmail.com,CDS,2.0,4.0,Dr. Rajesh Kumar,dr..rajesh.kumar47@gmail.com,56.0,49.0,83.0,,0.0,0.0,0.0,0.0,18.0,90.0,73.0,45.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801.0,Kavya Joshi,24G31A4970,kavya.joshi586@gmail.com,ECE,2.0,4.0,Dr. Suresh Iyer,dr..suresh.iyer18@gmail.com,43.0,58.0,67.0,,0.0,0.0,0.0,0.0,16.0,111.0,75.0,86.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802.0,Sneha Bajaj,24G31A8599,sneha.bajaj636@gmail.com,EEE,2.0,4.0,Dr. Suresh Iyer,dr..suresh.iyer76@gmail.com,78.0,91.0,62.0,,0.0,0.0,0.0,0.0,29.0,96.0,63.0,68.0,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803.0,Sandeep Sinha,24G31A8301,sandeep.sinha305@gmail.com,MECH,2.0,4.0,Dr. Nitin Verma,dr..nitin.verma51@gmail.com,71.0,95.0,60.0,,0.0,0.0,0.0,0.0,11.0,81.0,76.0,77.0,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804.0,Karthik Malhotra,24G31B1669,karthik.malhotra134@gmail.com,CIVIL,2.0,3.0,Prof. Ritika Malhotra,prof..ritika.malhotra14@gmail.com,96.0,56.0,,0.0,0.0,0.0,0.0,0.0,13.0,105.0,71.0,88.0,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805.0,Divya Gupta,24G31B9978,divya.gupta866@gmail.com,CSE(AI),2.0,4.0,Dr. Nitin Verma,dr..nitin.verma60@gmail.com,54.0,70.0,72.0,,0.0,0.0,0.0,0.0,13.0,84.0,75.0,41.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806.0,Rohan Verma,25G31B8446,rohan.verma261@gmail.com,CSE,3.0,6.0,Prof. Anjali Menon,prof..anjali.menon16@gmail.com,60.0,59.0,58.0,52.0,65.0,0.0,0.0,0.0,30.0,88.0,77.0,70.0,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807.0,Vishal Rao,25G31A7398,vishal.rao378@gmail.com,CDS,3.0,5.0,Prof. Divya Srivastava,prof..divya.srivastava65@gmail.com,90.0,80.0,91.0,73.0,,0.0,0.0,0.0,24.0,107.0,90.0,65.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808.0,Celina Malhotra,25G31B3472,celina.malhotra662@gmail.com,ECE,3.0,6.0,Prof. Kavya Pillai,prof..kavya.pillai46@gmail.com,93.0,62.0,58.0,77.0,98.0,0.0,0.0,0.0,25.0,82.0,47.0,48.0,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809.0,Esha Dutta,25G31B1666,esha.dutta733@gmail.com,EEE,3.0,5.0,Prof. Priya Sharma,prof..priya.sharma99@gmail.com,69.0,65.0,52.0,79.0,,0.0,0.0,0.0,29.0,91.0,70.0,61.0,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810.0,Varun Pillai,25G31A3317,varun.pillai367@gmail.com,MECH,3.0,6.0,Prof. Meera Desai,prof..meera.desai98@gmail.com,53.0,53.0,81.0,71.0,83.0,0.0,0.0,0.0,13.0,113.0,103.0,58.0,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811.0,Shreya Agarwal,25G31B1594,shreya.agarwal364@gmail.com,CIVIL,3.0,6.0,Dr. Harish Rao,dr..harish.rao79@gmail.com,84.0,97.0,86.0,65.0,84.0,0.0,0.0,0.0,12.0,86.0,74.0,42.0,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812.0,Sandeep Gupta,25G31A8387,sandeep.gupta496@gmail.com,CSE(AI),3.0,5.0,Dr. Rajesh Kumar,dr..rajesh.kumar54@gmail.com,88.0,58.0,45.0,80.0,,0.0,0.0,0.0,28.0,87.0,59.0,55.0,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813.0,Kriti Agarwal,25G31B6415,kriti.agarwal326@gmail.com,CSE,3.0,6.0,Dr. Vikram Reddy,dr..vikram.reddy54@gmail.com,93.0,72.0,72.0,74.0,74.0,0.0,0.0,0.0,15.0,81.0,72.0,82.0,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815.0,Siddharth Bansal,25G31B5790,siddharth.bansal861@gmail.com,ECE,3.0,6.0,Prof. Shreya Nair,prof..shreya.nair13@gmail.com,53.0,75.0,73.0,58.0,93.0,0.0,0.0,0.0,14.0,90.0,90.0,78.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816.0,Pari Reddy,25G31B9052,pari.reddy695@gmail.com,EEE,3.0,6.0,Prof. Shreya Nair,prof..shreya.nair26@gmail.com,72.0,74.0,78.0,86.0,71.0,0.0,0.0,0.0,20.0,117.0,91.0,91.0,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817.0,Sneha Dutta,25G31A9676,sneha.dutta518@gmail.com,MECH,3.0,6.0,Prof. Priya Sharma,prof..priya.sharma87@gmail.com,77.0,68.0,43.0,75.0,69.0,0.0,0.0,0.0,17.0,120.0,116.01,53.0,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818.0,Nitin Pillai,25G31B2681,nitin.pillai523@gmail.com,CIVIL,3.0,5.0,Prof. Priya Sharma,prof..priya.sharma34@gmail.com,64.0,84.0,84.0,70.0,,0.0,0.0,0.0,20.0,83.0,66.0,92.0,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819.0,Amit Dasgupta,25G31B2492,amit.dasgupta920@gmail.com,CSE(AI),3.0,6.0,Dr. Rajesh Kumar,dr..rajesh.kumar58@gmail.com,49.0,69.0,73.0,94.0,67.0,0.0,0.0,0.0,13.0,94.0,81.0,68.0,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820.0,Nitin Reddy,25G31A2846,nitin.reddy931@gmail.com,CSE,3.0,6.0,Prof. Kavya Pillai,prof..kavya.pillai40@gmail.com,58.0,84.0,59.0,80.0,72.0,0.0,0.0,0.0,29.0,90.0,58.0,43.0,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821.0,Shreya Gupta,25G31B7303,shreya.gupta889@gmail.com,CDS,3.0,5.0,Prof. Divya Srivastava,prof..divya.srivastava10@gmail.com,43.0,62.0,62.0,77.0,,0.0,0.0,0.0,11.0,97.0,70.0,63.0,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822.0,Rahul Sinha,25G31A4108,rahul.sinha405@gmail.com,ECE,3.0,5.0,Prof. Anjali Menon,prof..anjali.menon90@gmail.com,41.0,79.0,67.0,57.0,,0.0,0.0,0.0,15.0,101.0,81.0,45.0,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823.0,Anjali Dasgupta,25G31B1618,anjali.dasgupta536@gmail.com,EEE,3.0,6.0,Prof. Isha Mishra,prof..isha.mishra65@gmail.com,97.0,96.0,76.0,59.0,80.0,0.0,0.0,0.0,24.0,104.0,101.0,40.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824.0,Sandeep Verma,25G31B1248,sandeep.verma217@gmail.com,MECH,3.0,6.0,Prof. Ritika Malhotra,prof..ritika.malhotra69@gmail.com,76.0,80.0,52.0,73.0,54.0,0.0,0.0,0.0,11.0,117.0,102.0,63.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825.0,Kumar Singh,25G31A9653,kumar.singh192@gmail.com,CIVIL,3.0,6.0,Prof. Kavya Pillai,prof..kavya.pillai58@gmail.com,76.0,80.0,78.0,69.0,79.0,0.0,0.0,0.0,17.0,119.0,64.0,57.0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826.0,Shreya Singh,25G31B7117,shreya.singh871@gmail.com,CSE(AI),3.0,5.0,Prof. Divya Srivastava,prof..divya.srivastava54@gmail.com,76.0,88.0,83.0,77.0,,0.0,0.0,0.0,28.0,86.0,57.0,64.0,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827.0,Diya Das,25G31B9792,diya.das676@gmail.com,CSE,3.0,5.0,Dr. Sanjay Joshi,dr..sanjay.joshi58@gmail.com,64.0,78.0,68.0,60.0,,0.0,0.0,0.0,10.0,115.0,115.0,85.0,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828.0,Priya Bhatnagar,25G31B3678,priya.bhatnagar987@gmail.com,CDS,3.0,5.0,Prof. Priya Sharma,prof..priya.sharma15@gmail.com,59.0,84.0,40.0,43.0,,0.0,0.0,0.0,30.0,89.0,48.0,52.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829.0,Rahul Agarwal,25G31B6151,rahul.agarwal984@gmail.com,ECE,3.0,5.0,Prof. Anjali Menon,prof..anjali.menon37@gmail.com,90.0,59.0,75.0,79.0,,0.0,0.0,0.0,23.0,101.0,85.0,95.0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830.0,Celina Dasgupta,25G31A4712,celina.dasgupta313@gmail.com,EEE,3.0,6.0,Prof. Priya Sharma,prof..priya.sharma21@gmail.com,51.0,42.0,62.0,78.0,61.0,0.0,0.0,0.0,12.0,83.0,66.0,44.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831.0,Kriti Sharma,25G31A3763,kriti.sharma758@gmail.com,MECH,3.0,5.0,Prof. Meera Desai,prof..meera.desai93@gmail.com,78.0,75.0,60.0,74.0,,0.0,0.0,0.0,12.0,104.0,91.0,77.0,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832.0,Sanjay Menon,25G31B2600,sanjay.menon608@gmail.com,CIVIL,3.0,6.0,Dr. Suresh Iyer,dr..suresh.iyer13@gmail.com,77.0,56.0,84.0,79.0,72.0,0.0,0.0,0.0,15.0,83.0,71.0,87.0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833.0,Aditya Chatterjee,25G31B3538,aditya.chatterjee721@gmail.com,CSE(AI),3.0,5.0,Prof. Priya Sharma,prof..priya.sharma38@gmail.com,59.0,83.0,66.0,60.0,,0.0,0.0,0.0,28.0,119.0,115.0,40.0,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835.0,Diya Bhatnagar,25G31B4968,diya.bhatnagar778@gmail.com,CDS,3.0,6.0,Dr. Vikram Reddy,dr..vikram.reddy16@gmail.com,84.0,83.0,67.0,99.0,53.0,0.0,0.0,0.0,29.0,104.0,69.0,68.0,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836.0,Divya Mishra,25G31B1998,divya.mishra970@gmail.com,ECE,3.0,5.0,Dr. Suresh Iyer,dr..suresh.iyer19@gmail.com,57.0,73.0,64.0,69.0,,0.0,0.0,0.0,26.0,97.0,91.0,87.0,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837.0,Ritika Bhatnagar,25G31B2958,ritika.bhatnagar798@gmail.com,EEE,3.0,6.0,Prof. Isha Mishra,prof..isha.mishra56@gmail.com,63.0,63.0,49.0,89.0,81.0,0.0,0.0,0.0,12.0,106.0,92.0,93.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838.0,Aisha Rao,25G31A8647,aisha.rao263@gmail.com,MECH,3.0,6.0,Dr. Nitin Verma,dr..nitin.verma14@gmail.com,58.0,66.0,99.0,62.0,90.0,0.0,0.0,0.0,16.0,87.0,48.0,68.0,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839.0,Isha Mishra,25G31A7073,isha.mishra708@gmail.com,CIVIL,3.0,6.0,Dr. Rohan Kapoor,dr..rohan.kapoor78@gmail.com,78.0,61.0,71.0,81.0,71.0,0.0,0.0,0.0,11.0,88.0,78.0,46.0,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840.0,Esha Sharma,25G31B8767,esha.sharma631@gmail.com,CSE(AI),3.0,6.0,Prof. Isha Mishra,prof..isha.mishra54@gmail.com,97.0,88.0,84.0,73.0,66.0,0.0,0.0,0.0,20.0,109.0,82.0,55.0,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841.0,Divya Kumar,25G31B3866,divya.kumar466@gmail.com,CSE,3.0,5.0,Dr. Vikram Reddy,dr..vikram.reddy85@gmail.com,87.0,49.0,42.0,64.0,,0.0,0.0,0.0,19.0,97.0,52.0,65.0,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842.0,Nisha Singh,25G31A1072,nisha.singh346@gmail.com,CDS,3.0,6.0,Dr. Nitin Verma,dr..nitin.verma71@gmail.com,76.0,62.0,98.0,79.0,67.0,0.0,0.0,0.0,10.0,97.0,47.0,94.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843.0,Aisha Rao,25G31A2574,aisha.rao700@gmail.com,ECE,3.0,6.0,Dr. Rajesh Kumar,dr..rajesh.kumar61@gmail.com,74.0,60.0,60.0,61.0,82.0,0.0,0.0,0.0,23.0,120.0,96.0,50.0,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844.0,Ananya Das,25G31A6353,ananya.das226@gmail.com,EEE,3.0,6.0,Prof. Kavya Pillai,prof..kavya.pillai51@gmail.com,80.0,84.0,81.0,85.0,60.0,0.0,0.0,0.0,19.0,107.0,71.0,57.0,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845.0,Vinod Reddy,25G31B1211,vinod.reddy386@gmail.com,MECH,3.0,6.0,Prof. Meera Desai,prof..meera.desai67@gmail.com,59.0,82.0,99.0,67.0,57.0,0.0,0.0,0.0,14.0,110.0,98.0,92.0,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846.0,Rajesh Kapoor,25G31B3025,rajesh.kapoor402@gmail.com,CIVIL,3.0,6.0,Dr. Sanjay Joshi,dr..sanjay.joshi78@gmail.com,73.0,47.0,54.0,72.0,74.0,0.0,0.0,0.0,21.0,119.0,51.0,78.0,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847.0,Aditya Verma,25G31A6906,aditya.verma621@gmail.com,CSE(AI),3.0,5.0,Dr. Harish Rao,dr..harish.rao87@gmail.com,83.0,71.0,62.0,85.0,,0.0,0.0,0.0,28.0,117.0,83.0,58.0,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848.0,Sanjay Verma,25G31A9365,sanjay.verma652@gmail.com,CSE,3.0,6.0,Prof. Shreya Nair,prof..shreya.nair46@gmail.com,67.0,80.0,67.0,47.0,57.0,0.0,0.0,0.0,28.0,109.0,107.0,75.0,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849.0,Nikhil Srivastava,25G31A1432,nikhil.srivastava414@gmail.com,CDS,3.0,5.0,Prof. Isha Mishra,prof..isha.mishra29@gmail.com,78.0,81.0,77.0,85.0,,0.0,0.0,0.0,23.0,85.0,77.0,82.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
