S.NO,NAME,RNO,EMAIL,DEPT,YEAR,CURR_SEM,MENTOR,MENTOR_EMAIL,SEM1,SEM2,SEM3,SEM4,SEM5,SEM6,SEM7,SEM8,INTERNAL_MARKS,TOTAL_DAYS_CURR,ATTENDED_DAYS_CURR,PREV_ATTENDANCE_PERC,BEHAVIOR_SCORE_10
1322,Deepak Chopra,25G31B8981,deepak.chopra578@gmail.com,CIVIL,3,5,Prof. Meera Desai,prof..meera.desai80@gmail.com,46.0,98.0,85.0,98.0,,0.0,0.0,0.0,21,81,78.0,89,7.6
1323,Neha Bajaj,25G31A3243,neha.bajaj765@gmail.com,CSE(AI),3,6,Prof. Divya Srivastava,prof..divya.srivastava81@gmail.com,92.0,92.0,99.0,86.0,95.0,0.0,0.0,0.0,11,87,36.0,85,7.1
1324,Kumar Gupta,25G31A4275,kumar.gupta930@gmail.com,CSE,3,5,Prof. Meera Desai,prof..meera.desai11@gmail.com,62.0,89.0,72.0,73.0,,0.0,0.0,0.0,10,108,92.0,41,8.1
1325,Harsha Menon,25G31A8942,harsha.menon653@gmail.com,CDS,3,6,Prof. Ritika Malhotra,prof..ritika.malhotra93@gmail.com,91.0,91.0,89.0,69.0,80.0,0.0,0.0,0.0,11,115,96.0,47,4.9
1326,Vinod Dasgupta,25G31B8786,vinod.dasgupta571@gmail.com,ECE,3,5,Dr. Nitin Verma,dr..nitin.verma93@gmail.com,69.0,99.0,99.0,55.0,,0.0,0.0,0.0,21,114,112.0,40,2.3
1327,Tanvi Dasgupta,25G31B4067,tanvi.dasgupta125@gmail.com,EEE,3,6,Prof. Meera Desai,prof..meera.desai78@gmail.com,61.0,79.0,42.0,65.0,98.0,0.0,0.0,0.0,24,117,93.0,85,2.6
1328,Sneha Bhat,25G31B8032,sneha.bhat389@gmail.com,MECH,3,6,Dr. Nitin Verma,dr..nitin.verma94@gmail.com,78.0,80.0,99.0,61.0,82.0,0.0,0.0,0.0,18,108,106.0,73,7.1
1329,Harish Verma,25G31B7166,harish.verma691@gmail.com,CIVIL,3,6,Dr. Vikram Reddy,dr..vikram.reddy88@gmail.com,76.0,99.0,69.0,65.0,93.0,0.0,0.0,0.0,22,111,98.0,88,2.2
1330,Karthik Agarwal,25G31A7499,karthik.agarwal654@gmail.com,CSE(AI),3,5,Dr. Rajesh Kumar,dr..rajesh.kumar94@gmail.com,82.0,91.0,60.0,40.0,,0.0,0.0,0.0,14,116,80.0,56,8.9
1331,Harsha Dutta,25G31B9231,harsha.dutta616@gmail.com,CSE,3,6,Dr. Vikram Reddy,dr..vikram.reddy41@gmail.com,70.0,56.0,82.0,62.0,93.0,0.0,0.0,0.0,11,80,53.0,95,8.3
1332,Vishal Bajaj,25G31A8198,vishal.bajaj611@gmail.com,CDS,3,5,Dr. Sanjay Joshi,dr..sanjay.joshi45@gmail.com,56.0,74.0,52.0,47.0,,0.0,0.0,0.0,16,81,74.0,67,8.2
1333,Pooja Bajaj,25G31A9820,pooja.bajaj810@gmail.com,ECE,3,6,Dr. Suresh Iyer,dr..suresh.iyer61@gmail.com,62.0,76.0,74.0,99.0,74.0,0.0,0.0,0.0,19,102,55.0,75,7.1
1334,Varun Bajaj,25G31B1072,varun.bajaj649@gmail.com,EEE,3,5,Dr. Rajesh Kumar,dr..rajesh.kumar96@gmail.com,83.0,50.0,86.0,90.0,,0.0,0.0,0.0,14,103,91.0,74,3.2
1335,Karthik Verma,25G31A4184,karthik.verma385@gmail.com,MECH,3,5,Dr. Anil Singh,dr..anil.singh92@gmail.com,80.0,75.0,71.0,95.0,,0.0,0.0,0.0,28,90,74.0,51,9.4
1336,Ravi Kumar,25G31B3802,ravi.kumar102@gmail.com,CIVIL,3,6,Dr. Rajesh Kumar,dr..rajesh.kumar89@gmail.com,53.0,84.0,71.0,78.0,43.0,0.0,0.0,0.0,21,99,99.0,50,3.4
1337,Aarav Kapoor,25G31B2255,aarav.kapoor139@gmail.com,CSE(AI),3,5,Dr. Suresh Iyer,dr..suresh.iyer85@gmail.com,64.0,60.0,68.0,60.0,,0.0,0.0,0.0,15,88,62.0,88,7.7
1338,Zara Joshi,25G31B1332,zara.joshi911@gmail.com,CSE,3,5,Prof. Kavya Pillai,prof..kavya.pillai61@gmail.com,95.0,96.0,78.0,70.0,,0.0,0.0,0.0,25,120,116.0001,47,4.9
1339,Pari Nair,25G31B8567,pari.nair105@gmail.com,CDS,3,5,Dr. Nitin Verma,dr..nitin.verma69@gmail.com,95.0,53.0,75.0,96.0,,0.0,0.0,0.0,26,102,81.0,51,9.0
1340,Arjun Chopra,25G31A4961,arjun.chopra351@gmail.com,ECE,3,5,Dr. Nitin Verma,dr..nitin.verma27@gmail.com,79.0,74.0,73.0,67.0,,0.0,0.0,0.0,10,97,51.0,87,4.7
1341,Aryan Chopra,25G31B2863,aryan.chopra436@gmail.com,EEE,3,6,Prof. Kavya Pillai,prof..kavya.pillai58@gmail.com,93.0,80.0,65.0,92.0,74.0,0.0,0.0,0.0,24,113,112.0,66,3.8
1342,Ananya Kapoor,25G31A8003,ananya.kapoor834@gmail.com,MECH,3,5,Prof. Priya Sharma,prof..priya.sharma44@gmail.com,94.0,60.0,91.0,69.0,,0.0,0.0,0.0,30,119,77.0,40,3.4
1343,Aditya Malhotra,25G31B3833,aditya.malhotra994@gmail.com,CIVIL,3,5,Dr. Suresh Iyer,dr..suresh.iyer58@gmail.com,74.0,76.0,75.0,74.0,,0.0,0.0,0.0,30,89,45.0,48,3.9
1344,Simran Singh,25G31B5844,simran.singh225@gmail.com,CSE(AI),3,6,Prof. Priya Sharma,prof..priya.sharma56@gmail.com,58.0,56.0,56.0,81.0,77.0,0.0,0.0,0.0,18,120,116.0001,59,2.1
1345,Pari Bajaj,25G31A9414,pari.bajaj490@gmail.com,CSE,3,6,Dr. Anil Singh,dr..anil.singh41@gmail.com,75.0,85.0,71.0,93.0,87.0,0.0,0.0,0.0,16,95,94.0,72,5.3
1346,Meera Kumar,25G31B9411,meera.kumar962@gmail.com,CDS,3,6,Dr. Vikram Reddy,dr..vikram.reddy75@gmail.com,73.0,77.0,44.0,63.0,45.0,0.0,0.0,0.0,22,92,86.0,94,5.7
1347,Kumar Gupta,25G31A4081,kumar.gupta249@gmail.com,ECE,3,6,Dr. Anil Singh,dr..anil.singh41@gmail.com,96.0,94.0,81.0,60.0,67.0,0.0,0.0,0.0,21,106,45.0,81,6.1
1348,Sneha Dasgupta,25G31A9677,sneha.dasgupta964@gmail.com,EEE,3,6,Prof. Meera Desai,prof..meera.desai53@gmail.com,95.0,83.0,99.0,74.0,84.0,0.0,0.0,0.0,26,117,87.0,52,9.3
1349,Rahul Sharma,25G31A6356,rahul.sharma893@gmail.com,MECH,3,6,Dr. Sanjay Joshi,dr..sanjay.joshi18@gmail.com,81.0,62.0,56.0,73.0,61.0,0.0,0.0,0.0,22,87,65.0,74,9.4
1350,Ananya Srivastava,25G31A8120,ananya.srivastava696@gmail.com,CIVIL,3,5,Dr. Harish Rao,dr..harish.rao28@gmail.com,51.0,43.0,99.0,72.0,,0.0,0.0,0.0,30,91,62.0,49,7.9
1351,Deepak Bajaj,25G31B1424,deepak.bajaj851@gmail.com,CSE(AI),3,5,Prof. Divya Srivastava,prof..divya.srivastava42@gmail.com,58.0,57.0,79.0,77.0,,0.0,0.0,0.0,16,92,76.0,46,7.9
1352,Rahul Bhatnagar,25G31A6995,rahul.bhatnagar224@gmail.com,CSE,3,5,Prof. Isha Mishra,prof..isha.mishra98@gmail.com,83.0,72.0,65.0,78.0,,0.0,0.0,0.0,20,120,116.0001,70,4.4
1353,Diya Singh,25G31A7649,diya.singh896@gmail.com,CDS,3,5,Dr. Anil Singh,dr..anil.singh83@gmail.com,83.0,76.0,77.0,56.0,,0.0,0.0,0.0,26,104,94.0,56,9.6
1354,Harish Menon,25G31B6906,harish.menon129@gmail.com,ECE,3,6,Dr. Suresh Iyer,dr..suresh.iyer19@gmail.com,76.0,60.0,80.0,53.0,79.0,0.0,0.0,0.0,23,118,112.0,40,3.6
1355,Kavya Dasgupta,25G31B9614,kavya.dasgupta312@gmail.com,EEE,3,6,Prof. Anjali Menon,prof..anjali.menon32@gmail.com,60.0,99.0,90.0,79.0,57.0,0.0,0.0,0.0,17,80,79.0,45,8.7
1356,Suresh Iyer,25G31B8634,suresh.iyer982@gmail.com,MECH,3,6,Prof. Shreya Nair,prof..shreya.nair14@gmail.com,87.0,58.0,68.0,81.0,71.0,0.0,0.0,0.0,24,85,74.0,81,5.7
1357,Esha Chopra,25G31A9781,esha.chopra471@gmail.com,CIVIL,3,6,Dr. Vikram Reddy,dr..vikram.reddy83@gmail.com,42.0,46.0,83.0,75.0,71.0,0.0,0.0,0.0,12,106,98.0,92,4.9
1358,Kumar Agarwal,25G31B9432,kumar.agarwal625@gmail.com,CSE(AI),3,6,Dr. Rajesh Kumar,dr..rajesh.kumar84@gmail.com,42.0,96.0,64.0,66.0,49.0,0.0,0.0,0.0,10,86,86.0,80,9.5
1359,Suresh Das,25G31A5699,suresh.das242@gmail.com,CSE,3,6,Prof. Anjali Menon,prof..anjali.menon82@gmail.com,82.0,93.0,88.0,80.0,68.0,0.0,0.0,0.0,19,82,70.0,69,5.3
1360,Vinod Reddy,25G31A3502,vinod.reddy288@gmail.com,CDS,3,5,Dr. Rajesh Kumar,dr..rajesh.kumar33@gmail.com,84.0,64.0,64.0,56.0,,0.0,0.0,0.0,14,120,82.0,95,7.7
1361,Aarav Chatterjee,25G31A5375,aarav.chatterjee350@gmail.com,ECE,3,5,Dr. Harish Rao,dr..harish.rao69@gmail.com,80.0,82.0,70.0,83.0,,0.0,0.0,0.0,28,99,42.0,67,5.8
1362,Suresh Das,25G31A8085,suresh.das989@gmail.com,EEE,3,5,Prof. Meera Desai,prof..meera.desai48@gmail.com,73.0,86.0,88.0,53.0,,0.0,0.0,0.0,17,92,87.0,73,9.7
1363,Arjun Verma,25G31B1468,arjun.verma112@gmail.com,MECH,3,5,Prof. Anjali Menon,prof..anjali.menon57@gmail.com,68.0,83.0,67.0,82.0,,0.0,0.0,0.0,25,82,80.0,65,5.7
1364,Kumar Patel,25G31A8482,kumar.patel539@gmail.com,CIVIL,3,5,Dr. Sanjay Joshi,dr..sanjay.joshi38@gmail.com,67.0,71.0,41.0,72.0,,0.0,0.0,0.0,12,109,54.0,60,2.6
1365,Isha Reddy,25G31A4601,isha.reddy429@gmail.com,CSE(AI),3,5,Prof. Shreya Nair,prof..shreya.nair32@gmail.com,65.0,60.0,57.0,60.0,,0.0,0.0,0.0,29,95,62.0,55,4.7
1366,Varun Dutta,25G31A1161,varun.dutta158@gmail.com,CSE,3,6,Prof. Meera Desai,prof..meera.desai94@gmail.com,44.0,83.0,63.0,85.0,52.0,0.0,0.0,0.0,23,80,68.0,81,9.9
1367,Maya Dasgupta,25G31A3594,maya.dasgupta562@gmail.com,CDS,3,5,Dr. Suresh Iyer,dr..suresh.iyer71@gmail.com,78.0,75.0,77.0,99.0,,0.0,0.0,0.0,24,105,105.0,91,4.1
1368,Zara Desai,25G31A7121,zara.desai875@gmail.com,ECE,3,5,Dr. Nitin Verma,dr..nitin.verma64@gmail.com,49.0,84.0,97.0,80.0,,0.0,0.0,0.0,13,101,41.0,43,5.6
1369,Anjali Chatterjee,25G31A5090,anjali.chatterjee676@gmail.com,EEE,3,6,Dr. Rohan Kapoor,dr..rohan.kapoor79@gmail.com,95.0,42.0,54.0,74.0,65.0,0.0,0.0,0.0,22,113,49.0,45,2.1
1370,Sandeep Kapoor,25G31A2311,sandeep.kapoor387@gmail.com,MECH,3,5,Dr. Rohan Kapoor,dr..rohan.kapoor13@gmail.com,71.0,77.0,58.0,75.0,,0.0,0.0,0.0,30,102,47.0,81,3.4
1371,Aarav Patel,25G31A5966,aarav.patel628@gmail.com,CIVIL,3,6,Dr. Harish Rao,dr..harish.rao19@gmail.com,85.0,79.0,83.0,68.0,80.0,0.0,0.0,0.0,20,85,43.0,89,9.8
1372,Bhavna Gupta,25G31A7216,bhavna.gupta882@gmail.com,CSE(AI),3,5,Prof. Kavya Pillai,prof..kavya.pillai81@gmail.com,97.0,62.0,68.0,52.0,,0.0,0.0,0.0,27,83,79.0,82,5.8
1373,Ravi Rao,25G31B5723,ravi.rao557@gmail.com,CSE,3,6,Dr. Suresh Iyer,dr..suresh.iyer46@gmail.com,65.0,81.0,70.0,51.0,40.0,0.0,0.0,0.0,10,82,58.0,85,4.0
1374,Kavya Rao,25G31A2924,kavya.rao530@gmail.com,CDS,3,6,Dr. Anil Singh,dr..anil.singh36@gmail.com,62.0,75.0,64.0,53.0,61.0,0.0,0.0,0.0,18,99,70.0,92,7.8
1375,Divya Das,25G31A7565,divya.das429@gmail.com,ECE,3,6,Dr. Sanjay Joshi,dr..sanjay.joshi73@gmail.com,53.0,60.0,71.0,67.0,75.0,0.0,0.0,0.0,28,96,88.0,83,2.4
1376,Sakshi Bajaj,25G31A6936,sakshi.bajaj107@gmail.com,EEE,3,5,Prof. Shreya Nair,prof..shreya.nair67@gmail.com,91.0,69.0,80.0,63.0,,0.0,0.0,0.0,24,94,62.0,62,3.0
1377,Sandeep Singh,25G31A2916,sandeep.singh182@gmail.com,MECH,3,6,Prof. Divya Srivastava,prof..divya.srivastava13@gmail.com,70.0,65.0,77.0,86.0,91.0,0.0,0.0,0.0,25,104,92.0,91,5.2
1378,Pooja Mishra,25G31B4105,pooja.mishra448@gmail.com,CIVIL,3,6,Dr. Anil Singh,dr..anil.singh31@gmail.com,67.0,47.0,69.0,54.0,85.0,0.0,0.0,0.0,11,100,92.0,53,6.7
1379,Isha Menon,25G31B6600,isha.menon602@gmail.com,CSE(AI),3,5,Prof. Anjali Menon,prof..anjali.menon53@gmail.com,96.0,83.0,82.0,95.0,,0.0,0.0,0.0,10,102,68.0,57,6.1
1380,Aisha Kapoor,25G31A7225,aisha.kapoor654@gmail.com,CSE,3,6,Dr. Rohan Kapoor,dr..rohan.kapoor34@gmail.com,44.0,66.0,84.0,81.0,54.0,0.0,0.0,0.0,15,80,80.0,48,7.1
1381,Ajay Chatterjee,25G31B4701,ajay.chatterjee685@gmail.com,CDS,3,5,Dr. Rajesh Kumar,dr..rajesh.kumar36@gmail.com,57.0,94.0,65.0,59.0,,0.0,0.0,0.0,12,80,36.0,54,6.4
1382,Ananya Joshi,25G31B1157,ananya.joshi672@gmail.com,ECE,3,6,Prof. Priya Sharma,prof..priya.sharma89@gmail.com,95.0,57.0,69.0,42.0,71.0,0.0,0.0,0.0,21,107,107.0,67,2.4
1383,Ajay Dutta,25G31B5265,ajay.dutta717@gmail.com,EEE,3,5,Prof. Ritika Malhotra,prof..ritika.malhotra10@gmail.com,63.0,52.0,50.0,72.0,,0.0,0.0,0.0,23,104,77.0,82,4.7
1384,Vikram Desai,25G31A8604,vikram.desai971@gmail.com,MECH,3,6,Dr. Rohan Kapoor,dr..rohan.kapoor38@gmail.com,62.0,71.0,71.0,43.0,78.0,0.0,0.0,0.0,25,115,50.0,65,3.2
1385,Nisha Pillai,25G31B3276,nisha.pillai158@gmail.com,CIVIL,3,6,Prof. Priya Sharma,prof..priya.sharma96@gmail.com,84.0,66.0,47.0,83.0,85.0,0.0,0.0,0.0,17,96,56.0,77,4.6
1386,Aarav Menon,25G31B3545,aarav.menon753@gmail.com,CSE(AI),3,5,Prof. Shreya Nair,prof..shreya.nair26@gmail.com,60.0,78.0,79.0,90.0,,0.0,0.0,0.0,18,90,45.0,48,4.1
1387,Harsha Nair,25G31B2589,harsha.nair985@gmail.com,CSE,3,6,Prof. Divya Srivastava,prof..divya.srivastava61@gmail.com,99.0,93.0,75.0,68.0,85.0,0.0,0.0,0.0,21,96,63.0,61,4.0
1388,Maya Pillai,25G31A2196,maya.pillai433@gmail.com,CDS,3,5,Prof. Divya Srivastava,prof..divya.srivastava60@gmail.com,63.0,68.0,75.0,80.0,,0.0,0.0,0.0,19,108,72.0,54,9.4
1389,Divya Verma,25G31A9061,divya.verma490@gmail.com,ECE,3,6,Dr. Rajesh Kumar,dr..rajesh.kumar93@gmail.com,73.0,41.0,62.0,56.0,66.0,0.0,0.0,0.0,10,97,78.0,89,9.7
1390,Anjali Joshi,25G31A3152,anjali.joshi952@gmail.com,EEE,3,6,Prof. Shreya Nair,prof..shreya.nair17@gmail.com,91.0,89.0,68.0,59.0,60.0,0.0,0.0,0.0,18,88,80.0,68,8.1
1391,Rahul Iyer,25G31A3506,rahul.iyer856@gmail.com,MECH,3,5,Prof. Shreya Nair,prof..shreya.nair29@gmail.com,77.0,71.0,71.0,60.0,,0.0,0.0,0.0,26,104,104.0,93,6.3
1392,Tanvi Nair,25G31A9116,tanvi.nair895@gmail.com,CIVIL,3,6,Dr. Nitin Verma,dr..nitin.verma19@gmail.com,59.0,62.0,84.0,76.0,65.0,0.0,0.0,0.0,30,104,81.0,89,4.4
1393,Aryan Mishra,25G31B8839,aryan.mishra829@gmail.com,CSE(AI),3,6,Dr. Vikram Reddy,dr..vikram.reddy63@gmail.com,93.0,90.0,63.0,66.0,67.0,0.0,0.0,0.0,30,118,88.0,58,4.2
1394,Celina Sharma,25G31B8970,celina.sharma276@gmail.com,CSE,3,6,Dr. Sanjay Joshi,dr..sanjay.joshi41@gmail.com,41.0,86.0,81.0,85.0,89.0,0.0,0.0,0.0,26,119,94.0,82,3.1
1395,Sanjay Srivastava,25G31A3366,sanjay.srivastava524@gmail.com,CDS,3,5,Prof. Divya Srivastava,prof..divya.srivastava18@gmail.com,83.0,73.0,74.0,42.0,,0.0,0.0,0.0,11,86,76.0,64,8.8
1396,Meera Bajaj,25G31B7388,meera.bajaj728@gmail.com,ECE,3,5,Prof. Kavya Pillai,prof..kavya.pillai93@gmail.com,71.0,85.0,59.0,55.0,,0.0,0.0,0.0,25,80,64.0,78,6.9
1397,Sakshi Sharma,25G31A6049,sakshi.sharma113@gmail.com,EEE,3,5,Dr. Rajesh Kumar,dr..rajesh.kumar47@gmail.com,62.0,68.0,78.0,69.0,,0.0,0.0,0.0,19,96,65.0,42,5.5
1398,Kriti Malhotra,25G31A1385,kriti.malhotra121@gmail.com,MECH,3,6,Dr. Suresh Iyer,dr..suresh.iyer66@gmail.com,81.0,77.0,81.0,57.0,81.0,0.0,0.0,0.0,24,100,88.0,84,8.1
1399,Karthik Sharma,25G31B6632,karthik.sharma706@gmail.com,CIVIL,3,6,Dr. Suresh Iyer,dr..suresh.iyer37@gmail.com,83.0,71.0,82.0,53.0,48.0,0.0,0.0,0.0,10,111,64.0,76,6.2
1400,Maya Bansal,25G31B3407,maya.bansal165@gmail.com,CSE(AI),3,5,Prof. Meera Desai,prof..meera.desai11@gmail.com,80.0,57.0,82.0,85.0,,0.0,0.0,0.0,23,91,62.0,58,6.3
1401,Zara Chopra,25G31A1589,zara.chopra162@gmail.com,CSE,3,5,Prof. Ritika Malhotra,prof..ritika.malhotra54@gmail.com,53.0,66.0,69.0,89.0,,0.0,0.0,0.0,12,99,64.0,75,5.1
1402,Tanvi Rao,25G31B8182,tanvi.rao828@gmail.com,CDS,3,5,Dr. Harish Rao,dr..harish.rao54@gmail.com,91.0,95.0,63.0,81.0,,0.0,0.0,0.0,26,115,111.0,44,4.7
1403,Esha Verma,25G31A1471,esha.verma180@gmail.com,ECE,3,5,Prof. Shreya Nair,prof..shreya.nair26@gmail.com,84.0,78.0,70.0,80.0,,0.0,0.0,0.0,28,90,39.0,68,5.8
1404,Anjali Joshi,25G31B2198,anjali.joshi495@gmail.com,EEE,3,5,Dr. Vikram Reddy,dr..vikram.reddy72@gmail.com,93.0,69.0,71.0,62.0,,0.0,0.0,0.0,30,106,54.0,88,5.8
1405,Vishal Bhat,25G31A1627,vishal.bhat983@gmail.com,MECH,3,5,Prof. Divya Srivastava,prof..divya.srivastava66@gmail.com,86.0,67.0,67.0,58.0,,0.0,0.0,0.0,26,101,73.0,61,8.3
1406,Bhavna Bhat,25G31B2477,bhavna.bhat286@gmail.com,CIVIL,3,5,Prof. Meera Desai,prof..meera.desai55@gmail.com,47.0,81.0,78.0,50.0,,0.0,0.0,0.0,29,113,106.0,62,2.8
1407,Sakshi Sinha,25G31B2028,sakshi.sinha389@gmail.com,CSE(AI),3,5,Prof. Meera Desai,prof..meera.desai39@gmail.com,96.0,41.0,60.0,69.0,,0.0,0.0,0.0,16,103,103.0,57,1.3
1408,Vishal Desai,25G31A1362,vishal.desai767@gmail.com,CSE,3,5,Dr. Vikram Reddy,dr..vikram.reddy93@gmail.com,46.0,65.0,64.0,85.0,,0.0,0.0,0.0,21,91,47.0,58,8.6
1409,Ravi Desai,25G31A1149,ravi.desai149@gmail.com,CDS,3,5,Dr. Anil Singh,dr..anil.singh88@gmail.com,81.0,49.0,48.0,71.0,,0.0,0.0,0.0,24,110,59.0,57,3.2
1410,Esha Srivastava,25G31A9487,esha.srivastava646@gmail.com,ECE,3,5,Prof. Kavya Pillai,prof..kavya.pillai14@gmail.com,97.0,82.0,85.0,45.0,,0.0,0.0,0.0,29,86,81.0,55,9.9
1411,Ananya Iyer,25G31A3325,ananya.iyer570@gmail.com,EEE,3,5,Dr. Rohan Kapoor,dr..rohan.kapoor43@gmail.com,90.0,80.0,56.0,84.0,,0.0,0.0,0.0,26,115,97.0,57,8.1
1412,Ananya Srivastava,25G31B8341,ananya.srivastava339@gmail.com,MECH,3,5,Dr. Rohan Kapoor,dr..rohan.kapoor30@gmail.com,86.0,90.0,69.0,84.0,,0.0,0.0,0.0,10,94,92.0,61,9.7
1413,Sneha Chatterjee,25G31B1720,sneha.chatterjee109@gmail.com,CIVIL,3,5,Dr. Harish Rao,dr..harish.rao25@gmail.com,61.0,57.0,61.0,79.0,,0.0,0.0,0.0,16,97,97.0,80,8.9
1414,Zara Kapoor,25G31B7756,zara.kapoor890@gmail.com,CSE(AI),3,5,Prof. Kavya Pillai,prof..kavya.pillai86@gmail.com,61.0,79.0,48.0,67.0,,0.0,0.0,0.0,20,81,65.0,94,4.5
1415,Ritika Kumar,25G31B2689,ritika.kumar448@gmail.com,CSE,3,6,Prof. Ritika Malhotra,prof..ritika.malhotra30@gmail.com,57.0,57.0,42.0,74.0,84.0,0.0,0.0,0.0,27,119,83.0,77,3.8
1416,Swati Dutta,25G31A4590,swati.dutta716@gmail.com,CDS,3,5,Dr. Rajesh Kumar,dr..rajesh.kumar64@gmail.com,43.0,79.0,51.0,66.0,,0.0,0.0,0.0,18,87,61.0,47,5.8
1417,Ria Bhatnagar,25G31A8293,ria.bhatnagar280@gmail.com,ECE,3,6,Prof. Isha Mishra,prof..isha.mishra11@gmail.com,75.0,64.0,56.0,59.0,63.0,0.0,0.0,0.0,17,85,68.0,83,2.9
1418,Kavya Nair,25G31A6860,kavya.nair825@gmail.com,EEE,3,6,Dr. Vikram Reddy,dr..vikram.reddy80@gmail.com,48.0,80.0,85.0,95.0,45.0,0.0,0.0,0.0,26,97,75.0,73,6.2
1419,Varun Bajaj,25G31B5994,varun.bajaj570@gmail.com,MECH,3,6,Dr. Nitin Verma,dr..nitin.verma69@gmail.com,75.0,79.0,52.0,98.0,89.0,0.0,0.0,0.0,19,81,72.0,80,6.7
1420,Karthik Reddy,25G31B8588,karthik.reddy804@gmail.com,CIVIL,3,6,Dr. Nitin Verma,dr..nitin.verma45@gmail.com,71.0,83.0,63.0,60.0,78.0,0.0,0.0,0.0,24,94,61.0,53,2.7
1421,Varun Bajaj,25G31B9196,varun.bajaj853@gmail.com,CSE(AI),3,5,Dr. Rohan Kapoor,dr..rohan.kapoor27@gmail.com,42.0,74.0,70.0,85.0,,0.0,0.0,0.0,22,83,75.0,56,6.7
1422,Isha Dutta,25G31B7485,isha.dutta273@gmail.com,CSE,3,6,Dr. Sanjay Joshi,dr..sanjay.joshi26@gmail.com,99.0,60.0,92.0,83.0,67.0,0.0,0.0,0.0,28,85,84.0,41,7.0
1423,Maya Pillai,25G31B3036,maya.pillai926@gmail.com,CDS,3,5,Prof. Anjali Menon,prof..anjali.menon17@gmail.com,84.0,68.0,80.0,64.0,,0.0,0.0,0.0,26,100,70.0,93,4.5
1424,Vishal Nair,25G31B7936,vishal.nair203@gmail.com,ECE,3,6,Prof. Anjali Menon,prof..anjali.menon46@gmail.com,80.0,48.0,64.0,78.0,44.0,0.0,0.0,0.0,15,105,88.0,60,8.1
1425,Kriti Kapoor,25G31B5369,kriti.kapoor473@gmail.com,EEE,3,6,Dr. Anil Singh,dr..anil.singh29@gmail.com,85.0,74.0,78.0,68.0,59.0,0.0,0.0,0.0,14,90,82.0,80,2.6
1426,Anjali Gupta,25G31A4976,anjali.gupta107@gmail.com,MECH,3,5,Dr. Sanjay Joshi,dr..sanjay.joshi79@gmail.com,56.0,89.0,45.0,91.0,,0.0,0.0,0.0,27,120,84.0,77,9.5
1427,Nisha Bajaj,25G31B8834,nisha.bajaj727@gmail.com,CIVIL,3,5,Prof. Isha Mishra,prof..isha.mishra39@gmail.com,42.0,52.0,96.0,65.0,,0.0,0.0,0.0,21,99,46.0,79,2.6
1428,Sanjay Sinha,25G31A4859,sanjay.sinha267@gmail.com,CSE(AI),3,6,Prof. Shreya Nair,prof..shreya.nair85@gmail.com,83.0,79.0,89.0,59.0,41.0,0.0,0.0,0.0,12,110,99.0,69,1.5
1429,Nitin Agarwal,25G31B5496,nitin.agarwal493@gmail.com,CSE,3,5,Dr. Anil Singh,dr..anil.singh85@gmail.com,92.0,67.0,80.0,53.0,,0.0,0.0,0.0,29,113,104.0,81,8.1
1430,Rohan Malhotra,25G31A4373,rohan.malhotra614@gmail.com,CDS,3,6,Prof. Divya Srivastava,prof..divya.srivastava32@gmail.com,80.0,91.0,65.0,78.0,85.0,0.0,0.0,0.0,30,87,78.0,83,5.3
1431,Sakshi Dasgupta,25G31A6188,sakshi.dasgupta521@gmail.com,ECE,3,6,Dr. Sanjay Joshi,dr..sanjay.joshi73@gmail.com,75.0,47.0,53.0,60.0,97.0,0.0,0.0,0.0,19,106,99.0,61,5.4
1432,Esha Dasgupta,25G31B7054,esha.dasgupta957@gmail.com,EEE,3,5,Dr. Vikram Reddy,dr..vikram.reddy44@gmail.com,73.0,87.0,58.0,53.0,,0.0,0.0,0.0,30,113,79.0,86,4.4
1433,Suresh Bhat,25G31B5732,suresh.bhat338@gmail.com,MECH,3,6,Dr. Rohan Kapoor,dr..rohan.kapoor51@gmail.com,72.0,95.0,80.0,90.0,63.0,0.0,0.0,0.0,20,107,102.0,66,2.5
1434,Sakshi Nair,25G31B7888,sakshi.nair149@gmail.com,CIVIL,3,5,Dr. Nitin Verma,dr..nitin.verma76@gmail.com,72.0,55.0,72.0,69.0,,0.0,0.0,0.0,27,95,75.0,47,2.1
1435,Anjali Menon,25G31B3165,anjali.menon958@gmail.com,CSE(AI),3,5,Prof. Isha Mishra,prof..isha.mishra40@gmail.com,81.0,76.0,81.0,67.0,,0.0,0.0,0.0,28,92,92.0,91,8.7
1436,Avni Verma,25G31A3092,avni.verma748@gmail.com,CSE,3,5,Prof. Priya Sharma,prof..priya.sharma94@gmail.com,63.0,78.0,79.0,55.0,,0.0,0.0,0.0,11,113,76.0,45,8.7
1437,Harsha Chopra,25G31B9678,harsha.chopra465@gmail.com,CDS,3,5,Dr. Sanjay Joshi,dr..sanjay.joshi43@gmail.com,59.0,50.0,59.0,67.0,,0.0,0.0,0.0,18,106,63.0,75,9.7
1438,Mahesh Gupta,25G31A3945,mahesh.gupta461@gmail.com,ECE,3,5,Prof. Anjali Menon,prof..anjali.menon84@gmail.com,77.0,79.0,69.0,81.0,,0.0,0.0,0.0,13,102,79.0,55,8.7
